#license: Apache-2.0
#mapping_set_id: https://w3id.org/lmodel/oscal
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-05-20
#curie_map: 
# oscal: https://w3id.org/lmodel/oscal/
# linkml: https://w3id.org/linkml/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
oscal_catalog:ResponsibleRole	ResponsibleRole	skos:exactMatch		oscal_catalog:ResponsibleRole		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_assessment_results:Result	Result	skos:exactMatch		oscal_assessment_results:Result		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_results									
oscal_assessment_results:ResultLocalDefinitions	ResultLocalDefinitions	skos:exactMatch		oscal_assessment_results:ResultLocalDefinitions		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_results									
oscal_assessment_plan:ReviewedControls	ReviewedControls	skos:exactMatch		oscal_assessment_plan:ReviewedControls		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_catalog:Revision	Revision	skos:exactMatch		oscal_catalog:Revision		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_catalog:RevisionProperty	RevisionProperty	skos:exactMatch		oscal_catalog:RevisionProperty		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_assessment_plan:Risk	Risk	skos:exactMatch		oscal_assessment_plan:Risk		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:RiskLog	RiskLog	skos:exactMatch		oscal_assessment_plan:RiskLog		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:RiskLogEntry	RiskLogEntry	skos:exactMatch		oscal_assessment_plan:RiskLogEntry		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:RiskResponseReference	RiskResponseReference	skos:exactMatch		oscal_assessment_plan:RiskResponseReference		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_catalog:Role	Role	skos:exactMatch		oscal_catalog:Role		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_ssp:SatisfiedControlImplementation	SatisfiedControlImplementation	skos:exactMatch		oscal_ssp:SatisfiedControlImplementation		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SecurityImpactLevel	SecurityImpactLevel	skos:exactMatch		oscal_ssp:SecurityImpactLevel		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_catalog:SelectControlById	SelectControlById	skos:exactMatch		oscal_catalog:SelectControlById		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_assessment_plan:SelectObjectiveById	SelectObjectiveById	skos:exactMatch		oscal_assessment_plan:SelectObjectiveById		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:SelectSubjectById	SelectSubjectById	skos:exactMatch		oscal_assessment_plan:SelectSubjectById		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:SetParameter	SetParameter	skos:exactMatch		oscal_assessment_plan:SetParameter		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_ssp:SspAllowsAuthenticatedScanProp	SspAllowsAuthenticatedScanProp	skos:exactMatch		oscal_ssp:SspAllowsAuthenticatedScanProp		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspByComponentLink	SspByComponentLink	skos:exactMatch		oscal_ssp:SspByComponentLink		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspByComponentResponsibleRole	SspByComponentResponsibleRole	skos:exactMatch		oscal_ssp:SspByComponentResponsibleRole		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspControlImplementation	SspControlImplementation	skos:exactMatch		oscal_ssp:SspControlImplementation		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspControlOriginationProp	SspControlOriginationProp	skos:exactMatch		oscal_ssp:SspControlOriginationProp		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspDiagramLink	SspDiagramLink	skos:exactMatch		oscal_ssp:SspDiagramLink		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspDocument	SspDocument	skos:exactMatch		oscal_ssp:SspDocument		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspImplementedRequirement	SspImplementedRequirement	skos:exactMatch		oscal_ssp:SspImplementedRequirement		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspImplementedRequirementResponsibleRole	SspImplementedRequirementResponsibleRole	skos:exactMatch		oscal_ssp:SspImplementedRequirementResponsibleRole		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspInventoryItem	SspInventoryItem	skos:exactMatch		oscal_ssp:SspInventoryItem		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspLeveragedAuthorizationLink	SspLeveragedAuthorizationLink	skos:exactMatch		oscal_ssp:SspLeveragedAuthorizationLink		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspStatement	SspStatement	skos:exactMatch		oscal_ssp:SspStatement		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspSystemCharacteristicsProp	SspSystemCharacteristicsProp	skos:exactMatch		oscal_ssp:SspSystemCharacteristicsProp		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspSystemCharacteristicsResponsibleParty	SspSystemCharacteristicsResponsibleParty	skos:exactMatch		oscal_ssp:SspSystemCharacteristicsResponsibleParty		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspSystemComponent	SspSystemComponent	skos:exactMatch		oscal_ssp:SspSystemComponent		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspSystemInformationLink	SspSystemInformationLink	skos:exactMatch		oscal_ssp:SspSystemInformationLink		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SspSystemInformationProp	SspSystemInformationProp	skos:exactMatch		oscal_ssp:SspSystemInformationProp		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_assessment_plan:Step	Step	skos:exactMatch		oscal_assessment_plan:Step		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:SubjectReference	SubjectReference	skos:exactMatch		oscal_assessment_plan:SubjectReference		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_ssp:SystemCharacteristics	SystemCharacteristics	skos:exactMatch		oscal_ssp:SystemCharacteristics		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_assessment_plan:SystemComponent	SystemComponent	skos:exactMatch		oscal_assessment_plan:SystemComponent		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:SystemId	SystemId	skos:exactMatch		oscal_assessment_plan:SystemId		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_ssp:SystemImplementation	SystemImplementation	skos:exactMatch		oscal_ssp:SystemImplementation		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SystemInformation	SystemInformation	skos:exactMatch		oscal_ssp:SystemInformation		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SystemSecurityPlan	SystemSecurityPlan	skos:exactMatch		oscal_ssp:SystemSecurityPlan		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_ssp:SystemStatus	SystemStatus	skos:exactMatch		oscal_ssp:SystemStatus		skos:exactMatch	https://w3id.org/lmodel/oscal_ssp									
oscal_assessment_plan:SystemUser	SystemUser	skos:exactMatch		oscal_assessment_plan:SystemUser		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:Task	Task	skos:exactMatch		oscal_assessment_plan:Task		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:TaskDependency	TaskDependency	skos:exactMatch		oscal_assessment_plan:TaskDependency		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_catalog:TelephoneNumber	TelephoneNumber	skos:exactMatch		oscal_catalog:TelephoneNumber		skos:exactMatch	https://w3id.org/lmodel/oscal_catalog									
oscal_assessment_plan:TermsAndConditions	TermsAndConditions	skos:exactMatch		oscal_assessment_plan:TermsAndConditions		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:TermsAndConditionsPart	TermsAndConditionsPart	skos:exactMatch		oscal_assessment_plan:TermsAndConditionsPart		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:ThreatId	ThreatId	skos:exactMatch		oscal_assessment_plan:ThreatId		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:UsesComponent	UsesComponent	skos:exactMatch		oscal_assessment_plan:UsesComponent		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
oscal_assessment_plan:WithinDateRange	WithinDateRange	skos:exactMatch		oscal_assessment_plan:WithinDateRange		skos:exactMatch	https://w3id.org/lmodel/oscal_assessment_plan									
